"Valuación de Inventarios","0001-AGV","DENTAL TRADE",
"Artículo","Descripción","Existencias",,,
"2622-40","Arco de acero inoxidable de doble llave (DKL) Borgatta .016x.022 superior 40 mm 1 pieza",,"25",,,
"2622-42","Arco de acero inoxidable de doble llave (DKL) Borgatta .016x.022 superior 42 mm 1 pieza",,"21",,,
"2622-44","Arco de acero inoxidable de doble llave (DKL) Borgatta .016x.022 superior 44 mm 1 pieza",,"38",,,
"26-260-01","Banda Anatómica BLACK para Primer Molar UL1",,"239",,,
"26-260-02","Banda Anatómica BLACK para Primer Molar UL2",,"227",,,
"26-260-03","Banda Anatómica BLACK para Primer Molar UL3",,"342",,,
"26-260-04","Banda Anatómica BLACK para Primer Molar UL4",,"467",,,
"26-260-05","Banda Anatómica BLACK para Primer Molar UL5",,"350",,,
"26-260-06","Banda Anatómica BLACK para Primer Molar UL6",,"310",,,
"26-260-07","Banda Anatómica BLACK para Primer Molar UL7",,"573",,,
"26-260-08","Banda Anatómica BLACK para Primer Molar UL8",,"503",,,
"26-260-09","Banda Anatómica BLACK para Primer Molar UL9",,"557",,,
"26-260-10","Banda Anatómica BLACK para Primer Molar UL10",,"589",,,
"26-260-11","Banda Anatómica BLACK para Primer Molar UL11",,"652",,,
"26-260-12","Banda Anatómica BLACK para Primer Molar UL12",,"701",,,
"26-260-13","Banda Anatómica BLACK para Primer Molar UL13",,"697",,,
"26-260-14","Banda Anatómica BLACK para Primer Molar UL14",,"744",,,
"26-260-15","Banda Anatómica BLACK para Primer Molar UL15",,"1305",,,
"26-260-16","Banda Anatómica BLACK para Primer Molar UL16",,"1307",,,
"26-260-17","Banda Anatómica BLACK para Primer Molar UL17",,"1632",,,
"26-260-18","Banda Anatómica BLACK para Primer Molar UL18",,"1732",,,
"26-260-19","Banda Anatómica BLACK para Primer Molar UL19",,"1708",,,
"26-260-20","Banda Anatómica BLACK para Primer Molar UL20",,"1730",,,
"26-260-21","Banda Anatómica BLACK para Primer Molar UL21",,"1591",,,
"26-260-22","Banda Anatómica BLACK para Primer Molar UL22",,"1602",,,
"26-260-23","Banda Anatómica BLACK para Primer Molar UL23",,"1382",,,
"26-260-24","Banda Anatómica BLACK para Primer Molar UL24",,"1344",,,
"26-260-25","Banda Anatómica BLACK para Primer Molar UL25",,"1008",,,
"26-260-26","Banda Anatómica BLACK para Primer Molar UL26",,"820",,,
"26-260-27","Banda Anatómica BLACK para Primer Molar UL27",,"1123",,,
"26-260-28","Banda Anatómica BLACK para Primer Molar UL28",,"311",,,
"26-260-29","Banda Anatómica BLACK para Primer Molar UL29",,"312",,,
"26-260-30","Banda Anatómica BLACK para Primer Molar UL30",,"218",,,
"26-260-31","Banda Anatómica BLACK para Primer Molar UL31",,"722",,,
"26-260-32","Banda Anatómica BLACK para Primer Molar UL32",,"576",,,
"26-270-01","Banda Anatómica BLACK para Segundo Molar SUL1",,"470",,,
"26-270-02","Banda Anatómica BLACK para Segundo Molar SUL2",,"478",,,
"26-270-03","Banda Anatómica BLACK para Segundo Molar SUL3",,"432",,,
"26-270-04","Banda Anatómica BLACK para Segundo Molar SUL4",,"367",,,
"26-270-05","Banda Anatómica BLACK para Segundo Molar SUL5",,"365",,,
"26-270-06","Banda Anatómica BLACK para Segundo Molar SUL6",,"410",,,
"26-270-07","Banda Anatómica BLACK para Segundo Molar SUL7",,"332",,,
"26-270-08","Banda Anatómica BLACK para Segundo Molar SUL8",,"252",,,
"26-270-09","Banda Anatómica BLACK para Segundo Molar SUL9",,"252",,,
"26-270-10","Banda Anatómica BLACK para Segundo Molar SUL10",,"210",,,
"26-270-11","Banda Anatómica BLACK para Segundo Molar SUL11",,"135",,,
"26-270-12","Banda Anatómica BLACK para Segundo Molar SUL12",,"250",,,
"26-270-13","Banda Anatómica BLACK para Segundo Molar SUL13",,"118",,,
"26-270-14","Banda Anatómica BLACK para Segundo Molar SUL14",,"130",,,
"26-270-15","Banda Anatómica BLACK para Segundo Molar SUL15",,"13",,,
"26-270-16","Banda Anatómica BLACK para Segundo Molar SUL16",,"46",,,
"26-270-17","Banda Anatómica BLACK para Segundo Molar SUL17",,"50",,,
"26-270-18","Banda Anatómica BLACK para Segundo Molar SUL18",,"29",,,
"26-270-19","Banda Anatómica BLACK para Segundo Molar SUL19",,"159",,,
"26-270-20","Banda Anatómica BLACK para Segundo Molar SUL20",,"132",,,
"26-270-21","Banda Anatómica BLACK para Segundo Molar SUL21",,"94",,,
"26-270-22","Banda Anatómica BLACK para Segundo Molar SUL22",,"62",,,
"26-270-23","Banda Anatómica BLACK para Segundo Molar SUL23",,"110",,,
"26-270-24","Banda Anatómica BLACK para Segundo Molar SUL24",,"149",,,
"26-270-25","Banda Anatómica BLACK para Segundo Molar SUL25",,"80",,,
"26-270-26","Banda Anatómica BLACK para Segundo Molar SUL26",,"25",,,
"26-270-27","Banda Anatómica BLACK para Segundo Molar SUL27",,"235",,,
"26-270-28","Banda Anatómica BLACK para Segundo Molar SUL28",,"158",,,
"26-270-29","Banda Anatómica BLACK para Segundo Molar SUL29",,"149",,,
"26-270-30","Banda Anatómica BLACK para Segundo Molar SUL30",,"163",,,
"26-360-01","Banda Anatómica BLACK para Primer Molar LR1",,"798",,,
"26-360-02","Banda Anatómica BLACK para Primer Molar LR2",,"1126",,,
"26-360-03","Banda Anatómica BLACK para Primer Molar LR3",,"759",,,
"26-360-04","Banda Anatómica BLACK para Primer Molar LR4",,"739",,,
"26-360-05","Banda Anatómica BLACK para Primer Molar LR5",,"367",,,
"26-360-06","Banda Anatómica BLACK para Primer Molar LR6",,"329",,,
"26-360-07","Banda Anatómica BLACK para Primer Molar LR7",,"330",,,
"26-360-08","Banda Anatómica BLACK para Primer Molar LR8",,"419",,,
"26-360-09","Banda Anatómica BLACK para Primer Molar LR9",,"434",,,
"26-360-10","Banda Anatómica BLACK para Primer Molar LR10",,"425",,,
"26-360-11","Banda Anatómica BLACK para Primer Molar LR11",,"416",,,
"26-360-12","Banda Anatómica BLACK para Primer Molar LR12",,"781",,,
"26-360-13","Banda Anatómica BLACK para Primer Molar LR13",,"779",,,
"26-360-14","Banda Anatómica BLACK para Primer Molar LR14",,"737",,,
"26-360-15","Banda Anatómica BLACK para Primer Molar LR15",,"870",,,
"26-360-16","Banda Anatómica BLACK para Primer Molar LR16",,"1525",,,
"26-360-17","Banda Anatómica BLACK para Primer Molar LR17",,"1626",,,
"26-360-18","Banda Anatómica BLACK para Primer Molar LR18",,"1658",,,
"26-360-19","Banda Anatómica BLACK para Primer Molar LR19",,"1719",,,
"26-360-20","Banda Anatómica BLACK para Primer Molar LR20",,"1236",,,
"26-360-21","Banda Anatómica BLACK para Primer Molar LR21",,"1674",,,
"26-360-22","Banda Anatómica BLACK para Primer Molar LR22",,"871",,,
"26-360-23","Banda Anatómica BLACK para Primer Molar LR23",,"1305",,,
"26-360-24","Banda Anatómica BLACK para Primer Molar LR24",,"1347",,,
"26-360-25","Banda Anatómica BLACK para Primer Molar LR25",,"809",,,
"26-360-26","Banda Anatómica BLACK para Primer Molar LR26",,"732",,,
"26-360-27","Banda Anatómica BLACK para Primer Molar LR27",,"1797",,,
"26-360-28","Banda Anatómica BLACK para Primer Molar LR28",,"553",,,
"26-360-29","Banda Anatómica BLACK para Primer Molar LR29",,"1062",,,
"26-360-30","Banda Anatómica BLACK para Primer Molar LR30",,"555",,,
"26-360-31","Banda Anatómica BLACK para Primer Molar LR31",,"1069",,,
"26-360-32","Banda Anatómica BLACK para Primer Molar LR32",,"897",,,
"26-370-01","Banda Anatómica BLACK para Segundo Molar SLR1",,"500",,,
"26-370-02","Banda Anatómica BLACK para Segundo Molar SLR2",,"502",,,
"26-370-03","Banda Anatómica BLACK para Segundo Molar SLR3",,"471",,,
"26-370-04","Banda Anatómica BLACK para Segundo Molar SLR4",,"402",,,
"26-370-05","Banda Anatómica BLACK para Segundo Molar SLR5",,"316",,,
"26-370-06","Banda Anatómica BLACK para Segundo Molar SLR6",,"257",,,
"26-370-07","Banda Anatómica BLACK para Segundo Molar SLR7",,"454",,,
"26-370-08","Banda Anatómica BLACK para Segundo Molar SLR8",,"265",,,
"26-370-09","Banda Anatómica BLACK para Segundo Molar SLR9",,"227",,,
"26-370-10","Banda Anatómica BLACK para Segundo Molar SLR10",,"234",,,
"26-370-11","Banda Anatómica BLACK para Segundo Molar SLR11",,"200",,,
"26-370-12","Banda Anatómica BLACK para Segundo Molar SLR12",,"338",,,
"26-370-13","Banda Anatómica BLACK para Segundo Molar SLR13",,"262",,,
"26-370-14","Banda Anatómica BLACK para Segundo Molar SLR14",,"183",,,
"26-370-15","Banda Anatómica BLACK para Segundo Molar SLR15",,"129",,,
"26-370-16","Banda Anatómica BLACK para Segundo Molar SLR16",,"176",,,
"26-370-17","Banda Anatómica BLACK para Segundo Molar SLR17",,"87",,,
"26-370-18","Banda Anatómica BLACK para Segundo Molar SLR18",,"48",,,
"26-370-19","Banda Anatómica BLACK para Segundo Molar SLR19",,"146",,,
"26-370-20","Banda Anatómica BLACK para Segundo Molar SLR20",,"73",,,
"26-370-21","Banda Anatómica BLACK para Segundo Molar SLR21",,"79",,,
"26-370-22","Banda Anatómica BLACK para Segundo Molar SLR22",,"28",,,
"26-370-23","Banda Anatómica BLACK para Segundo Molar SLR23",,"95",,,
"26-370-24","Banda Anatómica BLACK para Segundo Molar SLR24",,"91",,,
"26-370-25","Banda Anatómica BLACK para Segundo Molar SLR25",,"47",,,
"26-370-26","Banda Anatómica BLACK para Segundo Molar SLR26",,"157",,,
"26-370-27","Banda Anatómica BLACK para Segundo Molar SLR27",,"158",,,
"26-370-28","Banda Anatómica BLACK para Segundo Molar SLR28",,"129",,,
"26-370-29","Banda Anatómica BLACK para Segundo Molar SLR29",,"139",,,
"26-370-30","Banda Anatómica BLACK para Segundo Molar SLR30",,"117",,,
"26-460-01","Banda Anatómica BLACK para Primer Molar LL1",,"836",,,
"26-460-02","Banda Anatómica BLACK para Primer Molar LL2",,"1329",,,
"26-460-03","Banda Anatómica BLACK para Primer Molar LL3",,"1092",,,
"26-460-04","Banda Anatómica BLACK para Primer Molar LL4",,"478",,,
"26-460-05","Banda Anatómica BLACK para Primer Molar LL5",,"588",,,
"26-460-06","Banda Anatómica BLACK para Primer Molar LL6",,"453",,,
"26-460-07","Banda Anatómica BLACK para Primer Molar LL7",,"533",,,
"26-460-08","Banda Anatómica BLACK para Primer Molar LL8",,"391",,,
"26-460-09","Banda Anatómica BLACK para Primer Molar LL9",,"412",,,
"26-460-10","Banda Anatómica BLACK para Primer Molar LL10",,"594",,,
"26-460-11","Banda Anatómica BLACK para Primer Molar LL11",,"354",,,
"26-460-12","Banda Anatómica BLACK para Primer Molar LL12",,"637",,,
"26-460-13","Banda Anatómica BLACK para Primer Molar LL13",,"830",,,
"26-460-14","Banda Anatómica BLACK para Primer Molar LL14",,"559",,,
"26-460-15","Banda Anatómica BLACK para Primer Molar LL15",,"617",,,
"26-460-16","Banda Anatómica BLACK para Primer Molar LL16",,"282",,,
"26-460-17","Banda Anatómica BLACK para Primer Molar LL17",,"200",,,
"26-460-18","Banda Anatómica BLACK para Primer Molar LL18",,"701",,,
"26-460-19","Banda Anatómica BLACK para Primer Molar LL19",,"694",,,
"26-460-20","Banda Anatómica BLACK para Primer Molar LL20",,"1107",,,
"26-460-21","Banda Anatómica BLACK para Primer Molar LL21",,"879",,,
"26-460-22","Banda Anatómica BLACK para Primer Molar LL22",,"66",,,
"26-460-23","Banda Anatómica BLACK para Primer Molar LL23",,"342",,,
"26-460-24","Banda Anatómica BLACK para Primer Molar LL24",,"566",,,
"26-460-25","Banda Anatómica BLACK para Primer Molar LL25",,"936",,,
"26-460-26","Banda Anatómica BLACK para Primer Molar LL26",,"697",,,
"26-460-27","Banda Anatómica BLACK para Primer Molar LL27",,"434",,,
"26-460-28","Banda Anatómica BLACK para Primer Molar LL28",,"390",,,
"26-460-29","Banda Anatómica BLACK para Primer Molar LL29",,"483",,,
"26-460-30","Banda Anatómica BLACK para Primer Molar LL30",,"443",,,
"26-460-31","Banda Anatómica BLACK para Primer Molar LL31",,"1220",,,
"26-460-32","Banda Anatómica BLACK para Primer Molar LL32",,"1118",,,
"26-470-01","Banda Anatómica BLACK para Segundo Molar SLL1",,"522",,,
"26-470-02","Banda Anatómica BLACK para Segundo Molar SLL2",,"511",,,
"26-470-03","Banda Anatómica BLACK para Segundo Molar SLL3",,"439",,,
"26-470-04","Banda Anatómica BLACK para Segundo Molar SLL4",,"561",,,
"26-470-05","Banda Anatómica BLACK para Segundo Molar SLL5",,"472",,,
"26-470-06","Banda Anatómica BLACK para Segundo Molar SLL6",,"374",,,
"26-470-07","Banda Anatómica BLACK para Segundo Molar SLL7",,"383",,,
"26-470-08","Banda Anatómica BLACK para Segundo Molar SLL8",,"330",,,
"26-470-09","Banda Anatómica BLACK para Segundo Molar SLL9",,"239",,,
"26-470-10","Banda Anatómica BLACK para Segundo Molar SLL10",,"237",,,
"26-470-11","Banda Anatómica BLACK para Segundo Molar SLL11",,"232",,,
"26-470-12","Banda Anatómica BLACK para Segundo Molar SLL12",,"320",,,
"26-470-13","Banda Anatómica BLACK para Segundo Molar SLL13",,"320",,,
"26-470-14","Banda Anatómica BLACK para Segundo Molar SLL14",,"210",,,
"26-470-15","Banda Anatómica BLACK para Segundo Molar SLL15",,"137",,,
"26-470-16","Banda Anatómica BLACK para Segundo Molar SLL16",,"106",,,
"26-470-17","Banda Anatómica BLACK para Segundo Molar SLL17",,"108",,,
"26-470-18","Banda Anatómica BLACK para Segundo Molar SLL18",,"50",,,
"26-470-19","Banda Anatómica BLACK para Segundo Molar SLL19",,"161",,,
"26-470-20","Banda Anatómica BLACK para Segundo Molar SLL20",,"111",,,
"26-470-21","Banda Anatómica BLACK para Segundo Molar SLL21",,"41",,,
"26-470-22","Banda Anatómica BLACK para Segundo Molar SLL22",,"93",,,
"26-470-23","Banda Anatómica BLACK para Segundo Molar SLL23",,"23",,,
"26-470-24","Banda Anatómica BLACK para Segundo Molar SLL24",,"78",,,
"26-470-25","Banda Anatómica BLACK para Segundo Molar SLL25",,"69",,,
"26-470-26","Banda Anatómica BLACK para Segundo Molar SLL26",,"71",,,
"26-470-27","Banda Anatómica BLACK para Segundo Molar SLL27",,"164",,,
"26-470-28","Banda Anatómica BLACK para Segundo Molar SLL28",,"85",,,
"26-470-29","Banda Anatómica BLACK para Segundo Molar SLL29",,"151",,,
"26-470-30","Banda Anatómica BLACK para Segundo Molar SLL30",,"111",,,
"2725-22","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 inferior 22 mm 1 pieza",,"28",,,
"2725-24","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 inferior 24 mm 1 pieza",,"47",,,
"2725-26","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 inferior 26 mm 1 pieza",,"48",,,
"2725-28","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 inferior 28 mm 1 pieza",,"83",,,
"2725-30","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 inferior 30 mm 1 pieza",,"66",,,
"2725-32","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 inferior 32 mm 1 pieza",,"31",,,
"2725-34","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 superior 34 mm 1 pieza",,"64",,,
"2725-36","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 superior 36 mm 1 pieza",,"47",,,
"2725-38","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 superior 38 mm 1 pieza",,"27",,,
"2725-40","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 superior 40 mm 1 pieza",,"82",,,
"2725-42","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 superior 42 mm 1 pieza",,"27",,,
"2725-44","Arco de acero inoxidable de doble llave (DKL) Borgatta .017x.025 superior 44 mm 1 pieza",,"5",,,
"27-400-75","Scanner Helios 500",,"1",,,
"27-800-00","Kit de espejos con accesorios",,"14",,,
"27-800-01","Espejos Intraorales",,"5",,,
"28-300-10","Kit para Stripping (Juego de Lijas, Maneral, Medidor de espacios, Pulidor y Pusher)",,"26",,,
"28-300-23","Maneral para lijas para Stripping",,"2",,,
"28-300-26","Kit de Mini-Moldes 7 piezas",,"35",,,
"2925-22","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 inferior 22 mm 1 pieza",,"20",,,
"2925-24","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 inferior 24 mm 1 pieza",,"41",,,
"2925-26","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 inferior 26 mm 1 pieza",,"59",,,
"2925-28","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 inferior 28 mm 1 pieza",,"118",,,
"2925-30","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 inferior 30 mm 1 pieza",,"76",,,
"2925-32","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 inferior 32 mm 1 pieza",,"176",,,
"2925-34","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 superior 34 mm 1 pieza",,"37",,,
"2925-36","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 superior 36 mm 1 pieza",,"151",,,
"2925-38","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 superior 38 mm 1 pieza",,"246",,,
"2925-40","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 superior 40 mm 1 pieza",,"167",,,
"2925-42","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 superior 42 mm 1 pieza",,"155",,,
"2925-44","Arco de acero inoxidable de doble llave (DKL) Borgatta .019x.025 superior 44 mm 1 pieza",,"42",,,
"300-026","Rollo de cadena elástica cerrada Borgatta color rojo c/2.3 m",,"7",,,
"300-027","Rollo de cadena elástica cerrada Borgatta color plata c/2.3 m",,"1089",,,
"300-028","Rollo de cadena elástica cerrada Borgatta color azul c/2.3 m",,"198",,,
"300-030","Rollo de cadena elástica cerrada Borgatta color verde neón c/2.3 m",,"181",,,
"300-031","Rollo de cadena elástica cerrada Borgatta color blanco c/2.3 m",,"57",,,
"300-032","Rollo de cadena elástica cerrada Borgatta color amarillo c/2.3 m",,"13",,,
"300-034","Rollo de cadena elástica cerrada Borgatta color rosa c/2.3 m",,"110",,,
"300-036","Rollo de cadena elástica cerrada Borgatta color morado c/2.3 m",,"11",,,
"300-038","Rollo de cadena elástica cerrada Borgatta color naranja c/2.3 m",,"30",,,
"300-040","Rollo de cadena elástica cerrada Borgatta color negro c/2.3 m",,"670",,,
"300-042","Rollo de cadena elástica cerrada Borgatta color azul grisáceo c/2.3 m",,"115",,,
"300-044","Rollo de cadena elástica cerrada Borgatta color transparente c/2.3 m",,"879",,,
"300-050","Rollo de cadena elástica abierta Borgatta color rojo c/2.3 m",,"123",,,
"300-051","Rollo de cadena elástica abierta Borgatta color aqua c/2.3 m",,"69",,,
"300-052","Rollo de cadena elástica abierta Borgatta color azul c/2.3 m",,"54",,,
"300-054","Rollo de cadena elástica abierta Borgatta color verde neón c/2.3 m",,"16",,,
"300-055","Rollo de cadena elástica abierta Borgatta color blanco c/2.3 m",,"81",,,
"300-056","Rollo de cadena elástica abierta Borgatta color amarillo c/2.3 m",,"5",,,
"300-057","Rollo de cadena elástica abierta Borgatta color plata c/2.3 m",,"512",,,
"300-058","Rollo de cadena elástica abierta Borgatta color rosa c/2.3 m",,"145",,,
"300-060","Rollo de cadena elástica abierta Borgatta color morado c/2.3 m",,"64",,,
"300-062","Rollo de cadena elástica abierta Borgatta color naranja c/2.3 m",,"10",,,
"300-064","Rollo de cadena elástica abierta Borgatta color negro c/2.3 m",,"499",,,
"300-066","Rollo de cadena elástica abierta Borgatta color azul grisáceo c/2.3 m",,"51",,,
"300-150","Tubo Borgatta Edgewise UR doble convertible p/soldar .018 c/5 piezas",,"4",,,
"300-151","Tubo Borgatta Edgewise UL doble convertible p/soldar .018 c/5 piezas",,"15",,,
"300-152","Tubo Borgatta Edgewise LR sencillo convertible p/soldar .018 c/5 piezas",,"30",,,
"300-153","Tubo Borgatta Edgewise LL sencillo convertible p/soldar .018 c/5 piezas",,"19",,,
"300-240","Tubo Borgatta Roth UR sencillo convertible p/soldar .022 c/5 piezas",,"57",,,
"300-241","Tubo Borgatta Roth UL sencillo convertible p/soldar .022 c/5 piezas",,"54",,,
"300-250","Tubo Borgatta Edgewise UR doble convertible p/soldar .022 c/5 piezas",,"111",,,
"300-251","Tubo Borgatta Edgewise UL doble convertible p/soldar .022 c/5 piezas",,"146",,,
"300-252","Tubo Borgatta Edgewise LR sencillo convertible p/soldar .022 c/5 piezas",,"196",,,
"300-253","Tubo Borgatta Edgewise LL sencillo convertible p/soldar .022 c/5 piezas",,"259",,,
"300-340","Tubo Borgatta Roth UR doble convertible p/soldar .018 c/5 piezas",,"238",,,
"300-341","Tubo Borgatta Roth UL doble convertible p/soldar .018 c/5 piezas",,"331",,,
"300-342","Tubo Borgatta Roth LR sencillo convertible p/soldar .018 c/5 piezas",,"274",,,
"300-343","Tubo Borgatta Roth LL sencillo convertible p/soldar .018 c/5 piezas",,"38",,,
"300-440","Tubo Borgatta Roth UR doble convertible p/soldar .022 c/5 piezas",,"289",,,
"300-441","Tubo Borgatta Roth UL doble convertible p/soldar .022 c/5 piezas",,"273",,,
"300-442","Tubo Borgatta Roth LR sencillo convertible p/soldar .022 c/5 piezas",,"178",,,
"300-443","Tubo Borgatta Roth LL sencillo convertible p/soldar .022 c/5 piezas",,"100",,,
"300-449","Rollo de cadena elástica mediana Borgatta color aqua c/2.3 m",,"6",,,
"300-450","Rollo de cadena elástica mediana Borgatta color azul grisáceo c/2.3 m",,"29",,,
"300-452","Rollo de cadena elástica mediana Borgatta color transparente c/2.3 m",,"12",,,
"300-457","Rollo de cadena elástica mediana Borgatta color plata c/2.3 m",,"655",,,
"300-458","Rollo de cadena elástica mediana Borgatta color blanco c/2.3 m",,"5",,,
"300-460","Rollo de cadena elástica mediana Borgatta color rojo c/2.3 m",,"173",,,
